,NUID,FirstName,LastName,DOB,Email,Gender,OnCampus,GraduationDate,StreetAddress,City,State,Zipcode,CountryOfOrigin,EmpStatus,CoopStatus,Home_Address,Home_City,Home_State,Home_Zipcode,Prof_Address,Prof_City,Prof_State,Prof_Zipcode
470,8305939,Sarah,Fox,2004-04-23,sarah.f@northeastern.edu,M,No,2023-08-07,80172 Ross Route,New Mike,Nebraska,64713,Netherlands Antilles,Employed,No,970 Lynn Burg Suite 123,Davidmouth,Nevada,67043,084 Munoz Avenue Apt. 370,Pamelashire,Kansas,31753
471,7019482,Rhonda,Burch,1960-07-20,rhonda.b@northeastern.edu,F,No,2023-10-23,222 Schmidt Rest Suite 799,North Cameron,Utah,78370,Malta,Unemployed,Yes,63178 Gabrielle Mountains Apt. 999,Lake Thomasview,Kentucky,03433,8494 Elizabeth Ways,Smithmouth,Massachusetts,62870
472,6187475,Benjamin,Weaver,1956-06-03,benjamin.w@northeastern.edu,M,No,2024-08-17,48399 Day Rapids Suite 633,Lake Barbara,Hawaii,46927,Svalbard & Jan Mayen Islands,Employed,No,42112 Jennifer Road,Moorehaven,Utah,99563,21547 Andrew Views,Lake Caroline,North Carolina,79998
473,6441514,Joseph,Fernandez,2016-08-09,joseph.f@northeastern.edu,F,No,2025-08-04,716 Clark Estate Suite 088,North Amy,Utah,66613,Afghanistan,Unemployed,No,60277 Brett Ville,Nguyenstad,Texas,54379,475 Martinez Island Suite 047,Lake Audrey,Hawaii,62362
474,7710584,Tyler,Ferguson,1986-12-31,tyler.f@northeastern.edu,M,No,2024-05-09,1694 Kara Parks,West Victoria,Michigan,52827,Philippines,Employed,Yes,49222 Alan Village,Romanport,Texas,02530,6945 Ann Plains Apt. 165,West Lisa,New York,47296
475,2926399,James,Carson,1997-07-10,james.c@northeastern.edu,F,No,2025-10-27,575 Davis Mountain Apt. 964,Rubenfort,Texas,59577,Greenland,Unemployed,No,62864 Jon Unions,Salinasland,Missouri,20049,57520 Walker Creek Apt. 345,Keithchester,North Dakota,15291
476,1970243,Joyce,Long,1944-09-05,joyce.l@northeastern.edu,M,No,2024-12-21,9299 Fred Groves,Meganfurt,California,01803,Saint Martin,Employed,No,62639 Strong Stream,Cunninghamville,Oklahoma,19438,951 Hardy Orchard,Thomasmouth,Vermont,09524
477,1545445,Sabrina,Miller,1985-04-08,sabrina.m@northeastern.edu,F,No,2025-11-14,04555 Taylor Trail Apt. 945,Charlenemouth,Pennsylvania,29013,Greece,Unemployed,Yes,82905 Arroyo Skyway Suite 245,Stevenmouth,Illinois,74808,16891 Baker Forges,Dawnville,North Dakota,13112
478,3043501,Julie,Ward,2018-11-17,julie.w@northeastern.edu,M,No,2025-06-10,8330 Jamie Court,Thomasview,Arizona,58289,Cuba,Employed,No,467 Meyer Pass,Weaverhaven,New Jersey,10530,91004 Bishop Meadow,North Nicolasmouth,Ohio,12041
479,8155306,Steven,Thomas,1998-06-03,steven.t@northeastern.edu,F,No,2025-05-01,361 Austin Drives Apt. 341,Wesleyburgh,Missouri,09287,Cameroon,Unemployed,No,73516 Watson Plains,Amychester,New Jersey,11635,0027 Ramos Inlet Apt. 775,Laurenburgh,Oregon,47532
480,6693107,Jasmine,Bradley,1981-05-19,jasmine.b@northeastern.edu,M,No,2022-07-13,165 Williams Greens Apt. 531,North Andrew,Vermont,17485,Turks and Caicos Islands,Employed,Yes,72793 Jason Springs,Stephanieside,Arizona,26226,66992 Shelby Park,East Matthewland,North Carolina,65029
481,3352619,Jason,Walter,2020-08-13,jason.w@northeastern.edu,F,No,2022-05-22,7314 Alexandra Drive Suite 058,Foxburgh,Idaho,51764,Jersey,Unemployed,No,29097 Nancy Summit Suite 991,East Jessica,Oklahoma,95184,563 Stark Estates,Wrightstad,South Dakota,62874
482,2858121,Alec,Marquez,1917-01-26,alec.m@northeastern.edu,M,No,2023-02-01,71716 Escobar Prairie,Whiteshire,Michigan,89984,Argentina,Employed,No,36880 Greg Tunnel Suite 438,Amyhaven,Wyoming,76693,5127 Ortega Forge,East Alexisshire,Connecticut,74117
483,7333386,Janice,Underwood,1991-11-21,janice.u@northeastern.edu,F,No,2023-05-25,759 Jonathan Lock Suite 756,New Angelaton,Texas,22221,Costa Rica,Unemployed,Yes,35869 Evans Gateway,Lake Howardburgh,New York,07189,17851 Sharp Meadow,Veronicaberg,Missouri,77743
484,2091534,Michele,Fitzgerald,2001-03-13,michele.f@northeastern.edu,M,No,2025-06-05,27165 Walker Stravenue,North Bryan,Washington,12001,Belgium,Employed,No,1632 Bowers Point,Lake Lindsaymouth,South Dakota,23699,09889 Brett Lights Apt. 344,South Melanieport,North Carolina,75561
485,2969085,James,Greene,1910-02-25,james.g@northeastern.edu,F,No,2022-09-11,53526 Robin Centers Suite 507,Paulhaven,Indiana,30705,Bermuda,Unemployed,No,3087 Robinson Route Apt. 395,Amberhaven,Maine,79340,6006 Kevin Grove,Lake Brianside,Missouri,17958
486,4061463,Jennifer,Gibson,1957-03-08,jennifer.g@northeastern.edu,M,No,2023-06-16,019 Thomas Glen,Smithhaven,Arizona,02256,Tuvalu,Employed,Yes,889 Jose Valleys Apt. 095,Lake Nathaniel,Alabama,58262,6303 Sims Alley,East Melissa,Oregon,27779
487,9178079,Christina,Reeves,1993-06-20,christina.r@northeastern.edu,F,No,2025-02-20,99932 Patterson Flats,Lake Zachary,Washington,98771,Armenia,Unemployed,No,35248 Morris Underpass,Julieberg,New Jersey,02309,67923 Ramos Viaduct Suite 733,Bartlettport,California,55838
488,5205395,Walter,Jones,1927-08-03,walter.j@northeastern.edu,M,No,2023-05-07,352 Miller Extensions,Port Ryan,Oklahoma,06927,Saudi Arabia,Employed,No,223 Fitzgerald Fort,Shelleymouth,Iowa,63830,66222 Cynthia Lake,Lake Chelsea,Michigan,89397
489,7565113,Scott,Garza,1971-12-30,scott.g@northeastern.edu,F,No,2022-02-17,67954 Smith Ford Suite 422,Mannside,California,65807,Russian Federation,Unemployed,Yes,845 Pineda Way Apt. 900,Port Melissa,Georgia,25488,16493 Wright Mill,Port Brent,Maryland,50531
490,7807852,Sherry,Collier,1918-08-02,sherry.c@northeastern.edu,M,No,2024-07-30,05875 Bryant Gardens Suite 807,Turnerhaven,Alabama,17403,Saint Lucia,Employed,No,6388 Jessica Highway,Carrollfurt,Kansas,14415,14633 Wagner Dale Suite 210,Randallmouth,Ohio,05302
491,8174219,Kimberly,Smith,1970-11-01,kimberly.s@northeastern.edu,F,No,2023-10-03,32095 Johnson Plains Suite 337,Port Adrianaview,Maryland,62804,Malaysia,Unemployed,No,3005 Cheryl Gateway,Port Michelletown,Illinois,39031,3287 Morrison Canyon,Port Mark,South Dakota,08941
492,9296538,Mary,Rivera,1912-07-27,mary.r@northeastern.edu,M,No,2025-03-11,665 Buchanan Lane,Blackland,Oklahoma,97876,Macedonia,Employed,Yes,419 Roach Mews Apt. 693,Calvinhaven,Nevada,39584,8660 Williams Trace Suite 577,North Josephborough,Pennsylvania,13937
493,3992805,Kristen,Trujillo,1949-03-09,kristen.t@northeastern.edu,F,No,2025-08-24,614 Atkins Vista Suite 577,Petersport,Iowa,33795,Maldives,Unemployed,No,2592 Price Expressway Suite 154,East Robertfort,Montana,53359,48536 Wiggins Stravenue Apt. 213,East Vanessaberg,Ohio,86002
494,3649581,Mark,Johns,2010-02-16,mark.j@northeastern.edu,M,No,2022-09-25,332 Karen Stravenue,Murphyhaven,Hawaii,63970,Bolivia,Employed,No,97651 Casey Field,Perezberg,South Carolina,52096,7635 Brown Locks Suite 463,Port James,Hawaii,01437
495,4553520,Ryan,Smith,1991-08-26,ryan.s@northeastern.edu,F,No,2024-03-03,028 James Neck Suite 936,Derekville,Nevada,08938,Suriname,Unemployed,Yes,21316 James Ferry Suite 060,Williamsville,Washington,66383,59149 Daniel Fork,South Mark,Maine,43394
496,2169123,Melissa,Nichols,1946-06-07,melissa.n@northeastern.edu,M,No,2025-08-06,148 Roger Points,Nicholaston,Kentucky,14113,Brunei Darussalam,Employed,No,648 Webster Radial Apt. 527,East Anthonyside,North Carolina,15686,23316 Louis Crossroad,Williamtown,Mississippi,07358
497,1576446,Brad,Johnson,1917-07-21,brad.j@northeastern.edu,F,No,2023-03-22,7399 Heather Loaf Apt. 842,South Jacquelineton,Virginia,59617,Lebanon,Unemployed,No,2043 Michelle Street Apt. 156,New Catherine,Arizona,66181,4945 Jessica Bridge Suite 538,North Kiara,New Jersey,57795
498,3126372,Elizabeth,Hines,1921-05-30,elizabeth.h@northeastern.edu,M,No,2024-03-25,65419 Dennis Brooks,Lake Ashley,Rhode Island,18531,Mayotte,Employed,Yes,35877 Brenda Roads,Brownborough,Vermont,90338,9768 Howell Circles,New Matthew,Ohio,43772
499,7422770,Billy,Becker,1941-01-15,billy.b@northeastern.edu,F,No,2025-12-06,994 Sullivan Stream,West Joseph,Georgia,03921,Czech Republic,Unemployed,No,334 Roman Manors,Carolfort,West Virginia,36558,905 Juan Forks Suite 029,Fieldsmouth,New Jersey,05972
